Index	Label	Frequency
14004	chickpeas	1
14005	hummus	1
14006	assumptions	1
14007	showroom	4
14008	googled	1
14009	atheists	1
14010	foxholes	1
14011	intertwined	1
14012	apathetic	1
14013	22nd	1
14014	sunflower	3
14015	merlin	1
14016	memo	1
14017	wildest	2
14018	ouch	1
14019	madison	1
14020	termination	1
14021	converts	2
14022	bloodshed	2
14023	modifications	1
14024	implements	1
14025	excruciatingly	1
14026	sweetener	1
14027	plant-based	1
14028	plastics	1
14029	hanger	2
14030	hippopotamus	1
14031	pricked	1
14032	cleverest	1
14033	rafting	1
14034	obligated	2
14035	bottled	1
14036	airbag	1
14037	divides	1
14038	hemispheres	1
14039	signals	1
14040	reassuring	3
14041	diversified	1
14042	holdings	1
14043	shocks	1
14044	noses	1
14045	influenza	1
14046	conquers	1
14047	memorization	1
14048	formulas	1
14049	owner'	1
14050	rotates	1
14051	unprofessionally	1
14052	chatterbox	1
14053	anime	1
14054	un-shrink	1
14055	shrunk	1
14056	beget	1
14057	obeying	1
14058	essence	2
14059	first-year	1
14060	authoritative	1
14061	wobbly	2
14062	sinks	2
14063	pooh-poohed	1
14064	disdainful	1
14065	greens	1
14066	indigenous	1
14067	loggers	1
14068	arteries	1
14069	feminine	1
14070	redoubling	1
14071	constructing	1
14072	nauseates	1
14073	manufactures	2
14074	exasperated	1
14075	abstained	1
14076	reminder	1
14077	scott	2
14078	famously	2
14079	secondary	1
14080	present'	1
14081	bribery'	1
14082	broadcasts	1
14083	swaying	1
14084	marie	1
14085	curie	1
14086	radium	1
14087	intensive	2
14088	whet	1
14089	tonsillitis	1
14090	flatters	1
14091	cheeseburger	1
14092	leatherback	1
14093	verb	2
14094	1970s	1
14095	clint	1
14096	eastwood	1
14097	carmel	1
14098	fathers	1
14099	thud	2
14100	permissible	1
14101	gag	2
14102	one-eyed	1
14103	vcr	2
14104	clemency	1
14105	wi-fi	3
14106	forgives	3
14107	throat-clearing	1
14108	assistant'	1
14109	corridor	1
14110	legalization	1
14111	licence	1
14112	tearjerker	1
14113	pagoda	1
14114	hundred-yen	1
14115	belching	1
14116	maria	1
14117	callas	1
14118	snowy	2
14119	skidded	1
14120	tutor	2
14121	fingertips	1
14122	skimming	1
14123	simplest	1
14124	chicken'	1
14125	giblets	1
14126	1600	1
14127	explosives	2
14128	comedies	1
14129	matching	1
14130	outfits	1
14131	zoom	1
14132	phd	1
14133	miso	1
14134	fairytale	1
14135	unrelated	2
14136	uneaten	1
14137	holed	1
14138	admiringly	1
14139	pasted	1
14140	entrances	1
14141	papa	1
14142	overcast	2
14143	1683	3
14144	turks	3
14145	besieged	3
14146	commerce	1
14147	quiz	1
14148	burj	1
14149	khalifa	1
14150	hauled	1
14151	quorum	1
14152	finger-licking	1
14153	unravel	1
14154	shears	1
14155	paddling	1
14156	enigmatic	2
14157	wanders	1
14158	peddling	1
14159	howled	1
14160	use-by	1
14161	slowpoke	2
14162	corpse	2
14163	merit	1
14164	saddens	1
14165	smoldering	1
14166	cola	1
14167	tingle	1
14168	daisies	1
14169	jelly'	1
14170	church'	1
14171	steeple	1
14172	crumble	1
14173	fragrance	2
14174	encryption	1
14175	allergy	2
14176	clarification	1
14177	defeatist	1
14178	charismatic	1
14179	playground	3
14180	goatee	1
14181	tuft	1
14182	mediocre	1
14183	attackers	1
14184	one-way	1
14185	ucla	1
14186	twenty-one-year-old	1
14187	projector	1
14188	berserk	1
14189	networking	1
14190	inhaled	2
14191	missus	1
14192	shuttlecock	1
14193	input	2
14194	possessions	3
14195	autographs	1
14196	prayers	1
14197	catering	1
14198	manages	3
14199	preparations	2
14200	climatic	1
14201	extinction	1
14202	obsession	2
14203	reversing	1
14204	stow	1
14205	tasked	1
14206	savage	1
14207	oasis	1
14208	participating	1
14209	vocational	1
14210	grazing	1
14211	twenty-second	1
14212	shiloh	1
14213	piles	1
14214	biscuit	1
14215	geyser	1
14216	guinea	1
14217	dachshund	1
14218	breast-fed	1
14219	hailstones	1
14220	100ºc	1
14221	extraordinarily	1
14222	slugs	1
14223	mesmerizing	2
14224	tempura	1
14225	kink	1
14226	hungover	1
14227	paddock	1
14228	strayed	1
14229	skydiving	1
14230	inappropriately	2
14231	declaring	1
14232	dimming	1
14233	parasol	2
14234	defending	1
14235	googling	1
14236	dublin	1
14237	irritates	1
14238	world-famous	1
14239	vision'	1
14240	ferris	1
14241	summertime	1
14242	glancing	1
14243	supplement	1
14244	yukawa	1
14245	jeweller	1
14246	toppings	1
14247	chestnut	1
14248	rooting	2
14249	continual	1
14250	bombing	1
14251	extolling	2
14252	virtues	2
14253	replete	1
14254	unappreciated	1
14255	administrator	2
14256	void	1
14257	princes	1
14258	arrangement	2
14259	ikebana	1
14260	carrie	1
14261	underwood'	1
14262	ninety-nine	1
14263	deactivate	1
14264	gif	1
14265	modesty	1
14266	gutter	1
14267	pharmacist	4
14268	solemn	1
14269	swordfish	1
14270	healing	1
14271	elegant	2
14272	confirmation	1
14273	activated	1
14274	harry	2
14275	hugs	1
14276	case-by-case	1
14277	sledding	1
14278	enveloped	1
14279	100-meter	1
14280	throng	1
14281	stuntman	1
14282	hazelnuts	1
14283	mid-autumn	1
14284	pawned	1
14285	cameraman	1
14286	pushes	1
14287	gallons	1
14288	stinky	1
14289	sydney	1
14290	sphinx	1
14291	drowsy	2
14292	taiwan	1
14293	videotape	1
14294	analysts	1
14295	casino	1
14296	removal	1
14297	load-bearing	1
14298	fanning	1
14299	contemplating	1
14300	disconcerting	1
14301	all-day	1
14302	demon	1
14303	conciousness	1
14304	inventory	1
14305	interaction	1
14306	aground	1
14307	sandbar	1
14308	ostrich	1
14309	deemed	1
14310	dine	2
14311	aluminum	1
14312	frequent	1
14313	registering	1
14314	traumatized	2
14315	radioactivity	1
14316	diminished	1
14317	fish'	1
14318	wales	1
14319	thunderstorms	2
14320	inflated	1
14321	taiwanese	1
14322	dread	2
14323	hops	1
14324	pitches	2
14325	induce	1
14326	vivendi	1
14327	previously	1
14328	abide	1
14329	faithfully	1
14330	scurvy	1
14331	halftime	1
14332	learns	2
14333	sustain	1
14334	3202-5625	1
14335	brushes	1
14336	antimatter	1
14337	caverns	1
14338	icicles	1
14339	preoccupied	1
14340	nicotine	2
14341	addictive	1
14342	texan	2
14343	drawl	2
14344	mended	1
14345	dived	2
14346	users'	1
14347	deity	1
14348	1840s	1
14349	relieves	1
14350	brunettes	2
14351	onerous	1
14352	struggles	1
14353	extravagantly	1
14354	ana'	1
14355	kerosene	1
14356	idea'	1
14357	great-looking	1
14358	limitless	1
14359	multiplication	1
14360	necessities	1
14361	apprehensive	1
14362	falcons	1
14363	composes	1
14364	chewy	1
14365	crunchy	1
14366	somber	1
14367	singed	1
14368	climbs	1
14369	fairies	1
14370	eliminating	2
14371	workstation	3
14372	tidier	3
14373	screenshot	1
14374	highlighted	1
14375	vampires	1
14376	prankster	1
14377	encrypted	2
14378	courthouse	1
14379	appraisal	1
14380	insolvency	1
14381	tattooed	1
14382	discoveries	1
14383	uncivilized	1
14384	declarations	1
14385	+	2
14386	nuzzled	1
14387	song'	2
14388	malicious	1
14389	ruckus	1
14390	buddy	1
14391	geological	1
14392	lava	1
14393	affidavit	1
14394	cons	1
14395	revamped	1
14396	crock	1
14397	contestant	1
14398	dashed	2
14399	working-class	1
14400	statue'	1
14401	assassination	1
14402	admission'	1
14403	piling	3
14404	arrangements	1
14405	mink	1
14406	blindfolded	1
14407	appendicitis	1
14408	emitting	1
14409	masses	1
14410	fangs	1
14411	cramp	1
14412	brittle	1
14413	temperatures	1
14414	freshwater	2
14415	evaporates	1
14416	lumber	1
14417	receptionist	1
14418	110	2
14419	peg	1
14420	bodies	1
14421	persuasive	1
14422	bypass	1
14423	charging	1
14424	sanctions	1
14425	sit-ups	3
14426	lincoln'	1
14427	lick	1
14428	cheats	1
14429	judges	1
14430	peoples'	1
14431	swears	2
14432	mispronounces	1
14433	patronize	1
14434	slides	1
14435	chord	1
14436	excavation	1
14437	retirees	1
14438	stationed	1
14439	washroom	1
14440	crust	1
14441	mute	1
14442	hummer	1
14443	limousines	1
14444	surfaces	1
14445	acoustic	1
14446	attachments	1
14447	valleys	1
14448	planetarium	1
14449	campers	1
14450	safeguard	1
14451	lotion	1
14452	aspect	1
14453	portion	1
14454	circuses	1
14455	chestnuts	1
14456	naps	1
14457	masochist	1
14458	reggae	1
14459	2020	1
14460	deplorable	3
14461	charmed	1
14462	squirt	1
14463	brazil'	1
14464	clobbered	1
14465	dimension	1
14466	renounced	1
14467	chemotherapy	2
14468	specialists	1
14469	remarkably	1
14470	antsy	1
14471	hairdressers	2
14472	24th	1
14473	eludes	1
14474	ferocious	1
14475	melodramatic	1
14476	bulldog	1
14477	rushes	1
14478	noh	2
14479	barbershop	1
14480	zone	1
14481	fedora	1
14482	teenage	1
14483	gin	1
14484	tonic	1
14485	coyotes	1
14486	commanding	1
14487	officer'	1
14488	meows	1
14489	goodness'	2
14490	sinner	1
14491	zulu	1
14492	fluids	1
14493	kindred	1
14494	monopolize	1
14495	habitat	1
14496	deforestation	1
14497	muzzle	1
14498	footing	2
14499	gravel	1
14500	birmingham	1
14501	healthier	2
14502	laid-back	1
14503	garrison	1
14504	bun	1
14505	compensation	1
14506	marital	1
14507	spats	1
14508	showy	1
14509	santa'	1
14510	sleigh	1
14511	paperback	1
14512	variable	1
14513	tremendously	1
14514	miyazaki	1
14515	hog	1
14516	remade	1
14517	pdf	1
14518	vitae	1
14519	schoolbooks	1
14520	plum	2
14521	awry	1
14522	astray	1
14523	calculation	3
14524	eskimos	1
14525	con	2
14526	expedition'	1
14527	proposes	1
14528	cambodia	2
14529	ceramics	1
14530	artery	1
14531	diabetes	1
14532	charlatan	2
14533	coals	1
14534	zappa	1
14535	eradicate	1
14536	reloaded	1
14537	wedge	1
14538	lime	1
14539	icewater	1
14540	drizzle	1
14541	giver	1
14542	suit'	1
14543	custom-made	1
14544	planets	2
14545	go-between	1
14546	clumsiness	1
14547	healthcare	1
14548	edinburgh	1
14549	€	1
14550	jet-black	1
14551	expectation	1
14552	exposing	1
14553	proceeding	1
14554	spouses	1
14555	elective	1
14556	fade	1
14557	wetsuit	1
14558	encouragingly	1
14559	compassionate	1
14560	guacamole	1
14561	dip	1
14562	weirder	1
14563	world--head	1
14564	hurricane'	1
14565	sprain	1
14566	high-definition	1
14567	fluctuates	1
14568	colossal	1
14569	melanie	1
14570	cordial	1
14571	painless	1
14572	monotonous	1
14573	father-in-law	1
14574	typo	1
14575	stopgap	1
14576	array	1
14577	trophies	1
14578	imf	1
14579	widows	1
14580	spotlight	2
14581	sliding	1
14582	aspires	2
14583	enclosed	1
14584	disorder	2
14585	barcelona	1
14586	sheepishly	1
14587	indict	1
14588	dander	1
14589	wholesaler	1
14590	train'	1
14591	buds	1
14592	impressionable	1
14593	misunderstandings	1
14594	techniques	1
14595	boy-next-door	1
14596	bending	2
14597	cow'	1
14598	podcast	1
14599	milton	1
14600	penetrating	1
14601	57	1
14602	wrenched	1
14603	humanities	1
14604	manufacture	1
14605	kamal	1
14606	sherwood	1
14607	practising	1
14608	judo	1
14609	gettysburg	1
14610	abhorrent	1
14611	60th	1
14612	loyalists	1
14613	suppressed	1
14614	coffeepot	1
14615	resented	1
14616	louvre	1
14617	built-in	1
14618	sideburns	1
14619	passionately	1
14620	containing	1
14621	roundtrip	1
14622	accompanies	1
14623	updated	1
14624	bradford	1
14625	gripped	1
14626	bayed	1
14627	creationism	1
14628	pseudo-science	1
14629	cautionary	2
14630	baseless	1
14631	herbivores	1
14632	acute	2
14633	stutters	1
14634	planner	1
14635	scabs	1
14636	enemy'	1
14637	housebreak	2
14638	full-length	1
14639	françois	1
14640	anarchy	1
14641	wartime	1
14642	postage	1
14643	paraglider	1
14644	bawling	1
14645	sox	1
14646	follow-up	1
14647	promotional	1
14648	galleries	2
14649	rehab	1
14650	fencing	1
14651	disposed	1
14652	referee	1
14653	preface	1
14654	eyed	1
14655	governed	1
14656	unintended	1
14657	bidding	1
14658	minimal	1
14659	alibis	1
14660	catapult	1
14661	hurled	1
14662	boulder	1
14663	shipbuilding	1
14664	emails	2
14665	rightfully	2
14666	stockholders	1
14667	belted	1
14668	hijacked	1
14669	non-negotiable	1
14670	branched	1
14671	lanes	1
14672	expand	1
14673	burps	1
14674	necks	1
14675	requirements	2
14676	helplessness	1
14677	motherly	1
14678	functions	1
14679	decisive	1
14680	pushups	2
14681	diminishing	1
14682	specify	1
14683	honorable	1
14684	swindlers	1
14685	pizza'	2
14686	admiral	1
14687	barricade	2
14688	facilities	1
14689	bargains	1
14690	gunfights	1
14691	nocturnal	1
14692	depict	1
14693	forty-eight	1
14694	incense	1
14695	tasting	1
14696	himalayas	1
14697	andes	1
14698	fling	2
14699	suppertime	1
14700	fingernail	1
14701	declining	2
14702	taxpayer	1
14703	hillside	2
14704	stretcher	1
14705	paddies	1
14706	informative	1
14707	herman	1
14708	melville	1
14709	eagle'	1
14710	long-stemmed	1
14711	crankshaft	1
14712	fuels	1
14713	acquaint	1
14714	totaled	1
14715	aspirins	2
14716	flakes	1
14717	soggy	1
14718	tiptoes	1
14719	cutie	1
14720	pelican	2
14721	saddled	1
14722	biographies	1
14723	topped	1
14724	uninhabitable	1
14725	pinocchio	1
14726	condolence	1
14727	momotarou	1
14728	educate	1
14729	summarize	1
14730	declutter	2
14731	designing	1
14732	rot	3
14733	bearer	1
14734	sundae	1
14735	comparable	1
14736	conceit	1
14737	remodeling	1
14738	decoded	2
14739	lager	1
14740	stepson	1
14741	noun	1
14742	igloo	1
14743	undertaken	1
14744	rainproof	1
14745	glances	1
14746	thigh	1
14747	permeated	1
14748	compute	1
14749	valuing	1
14750	audit	1
14751	assets	1
14752	sects	1
14753	initiation	1
14754	snobbery	1
14755	philosophical	1
14756	five-thirty	1
14757	inferring	1
14758	guided	1
14759	cross-legged	1
14760	filter	1
14761	admiration	1
14762	teaser	1
14763	peddled	1
14764	sponging	1
14765	gene	1
14766	thirty-year-old	1
14767	mussels	1
14768	academically	1
14769	oriented	1
14770	algebra	2
14771	powerpoint	1
14772	vases	1
14773	charities	1
14774	ponchos	1
14775	artwork	1
14776	pediatrician	1
14777	outskirts	2
14778	one-trick	1
14779	spookiest	1
14780	twenty-one	1
14781	sections	1
14782	cushions	1
14783	prop	1
14784	supersonics	1
14785	championships	1
14786	savior	1
14787	oprah	1
14788	winfrey	1
14789	bewitched	1
14790	heat'	1
14791	ineffective	1
14792	fluffy	1
14793	coworker	1
14794	suck	1
14795	racism	2
14796	rigorous	1
14797	unconvincing	1
14798	unanswered	1
14799	scrolling	1
14800	splash	1
14801	buyer'	1
14802	joggers	1
14803	glitch	1
14804	mushy	1
14805	accepts	1
14806	prospects	1
14807	forte	1
14808	1994	1
14809	keener	1
14810	human'	1
14811	peninsula	1
14812	furnishing	1
14813	scanner	1
14814	shivers	2
14815	stack	1
14816	cartridge	3
14817	appearing	1
14818	dragging	1
14819	renamed	1
14820	scalp	2
14821	sneaked	1
14822	widely	1
14823	adored	1
14824	testimony	1
14825	coerced	1
14826	regulate	3
14827	unscrewed	1
14828	alcoholism	1
14829	inability	1
14830	fundamentals	1
14831	jimmy	1
14832	chiefly	1
14833	traded	1
14834	slaughter	1
14835	barbarous	1
14836	middle-aged	1
14837	marigolds	1
14838	cosmetics	2
14839	expiration	1
14840	ibm	1
14841	unwanted	2
14842	whimpering	1
14843	publicly	1
14844	sweeping	2
14845	consoling	1
14846	adjourn	1
14847	euphemistically	1
14848	centers	1
14849	rosé	1
14850	project'	1
14851	thanking	2
14852	gossiping	2
14853	ticked	1
14854	minako	1
14855	daiquiri	1
14856	economically	1
14857	briefcases	1
14858	1629	1
14859	richelieu	1
14860	competitions	1
14861	feud	1
14862	traces	1
14863	hornets	1
14864	over-eating	1
14865	rightful	1
14866	fills	1
14867	teaspoon	1
14868	paprika	1
14869	adolescents	1
14870	operates	1
14871	butchers	1
14872	toudaiji	1
14873	silkworms	1
14874	cocoons	1
14875	river'	1
14876	ambush	2
14877	armchairs	1
14878	prisoner'	2
14879	lamppost	1
14880	ad	1
14881	superiority	1
14882	tanned	1
14883	coincide	1
14884	professor'	1
14885	frankness	1
14886	neville	1
14887	chamberlain	1
14888	automotive	1
14889	1970'	1
14890	auditioning	1
14891	chivalry	1
14892	résumé	1
14893	whisper	1
14894	connect	3
14895	lucked	2
14896	anyplace	2
14897	bustling	1
14898	shoppers	1
14899	heir	1
14900	bowline	1
14901	hour-long	1
14902	al	1
14903	capone	1
14904	evasion	1
14905	214	1
14906	disputing	1
14907	fridays	1
14908	cambridge	1
14909	infections	1
14910	christianity	1
14911	pill	2
14912	atlanta	1
14913	björk'	1
14914	brothers-in-law	1
14915	arming	1
14916	killings	1
14917	unpunished	1
14918	donors	1
14919	congressional	1
14920	contends	1
14921	kenji	1
14922	miyazawa	1
14923	machine'	1
14924	europeans	1
14925	ambulances	1
14926	rifles	1
14927	fruitless	1
14928	male-dominated	1
14929	vomited	1
14930	rediscover	1
14931	nutmeg	1
14932	six-pack	1
14933	imposter	2
14934	cookers	2
14935	consume	1
14936	erupts	1
14937	limes	1
14938	acidic	1
14939	one-hour	1
14940	rites	1
14941	beekeepers	1
14942	honeycomb	1
14943	presently	1
14944	rehearse	1
14945	definitions	1
14946	overpopulation	1
14947	disheveled	1
14948	spendthrift	1
14949	swarming	1
14950	rush-hour	1
14951	pavilion	1
14952	palms	1
14953	chemo	1
14954	sapped	1
14955	wasp	1
14956	railing	1
14957	chinese-american	1
14958	gorged	1
14959	perjury	1
14960	pals	1
14961	rescuing	1
14962	authorized	1
14963	unanimous	1
14964	breast-feed	1
14965	rasputin	1
14966	alien	1
14967	humankind'	1
14968	technological	1
14969	porcelain	1
14970	beated	1
14971	514	1
14972	lifelike	1
14973	tummy	1
14974	achieves	1
14975	sizable	1
14976	authenticate	1
14977	basil	1
14978	waning	1
14979	disapproval	1
14980	eyebrow	1
14981	abstains	1
14982	unpardonable	1
14983	groom	1
14984	altar	1
14985	imprecise	1
14986	crater	1
14987	weaseled	1
14988	deported	1
14989	exporting	1
14990	overturned	1
14991	storefront	1
14992	skinning	1
14993	slate	1
14994	yugoslavia	1
14995	1910	1
14996	groaning	2
14997	limitations	3
14998	explorer	1
14999	predominantly	1
15000	whooping	1
15001	freud	1
15002	reasonably-priced	1
15003	attitudes	1
15004	oftentimes	1
15005	murky	1
15006	byron	1
15007	arrests	1
15008	forceful	1
15009	knick-knacks	1
15010	loch	1
15011	ness	1
15012	forefinger	1
15013	poyang	1
15014	off-duty	1
15015	bailed	1
15016	impostor	1
15017	voracious	1
15018	biodiversity	1
15019	mumbles	1
15020	wrapping	1
15021	fighters	1
15022	averaged	1
15023	430	1
15024	missions	1
15025	lifeguards	1
15026	inexplicable	1
15027	self-pity	2
15028	cellphones	1
15029	fender	2
15030	intimidating	2
15031	riskier	1
15032	conserved	1
15033	en	1
15034	indicated	1
15035	tubes	1
15036	45-cent	1
15037	crosswalk	1
15038	murmured	1
15039	450	1
15040	push-up	1
15041	parish	1
15042	wring	1
15043	spike	1
15044	barged	1
15045	gritty	1
15046	outlined	1
15047	three-pronged	1
15048	construct	1
15049	2012	1
15050	announce	1
15051	gourmet	1
15052	n	1
15053	railways	1
15054	plural	1
15055	oxen	1
15056	injure	1
15057	salespeople	1
15058	ikea	1
15059	shinano	1
15060	cycled	1
15061	hunk	2
15062	spells	1
15063	coincides	1
15064	saber-toothed	1
15065	folktales	1
15066	privileged	1
15067	encounters	1
15068	tribulations	1
15069	h₂o	1
15070	flop	1
15071	geraniums	1
15072	recoup	1
15073	possess	1
15074	highlands	1
15075	picketing	1
15076	waist-deep	1
15077	severed	1
15078	another'	1
15079	irish	1
15080	racy	1
15081	out-stare	1
15082	newcomer	1
15083	aristocracy	1
15084	u-turn	2
15085	hypnotist	1
15086	characterized	1
15087	disproved	1
15088	falsified	1
15089	heads-up	1
15090	diaries	1
15091	quirky	1
15092	winston	1
15093	churchill	1
15094	sugary	1
15095	nutritional	1
15096	cycle	1
15097	recurring	1
15098	succession	1
15099	periods	2
15100	germanic	1
15101	prank	1
15102	confessions	1
15103	obtained	1
15104	overt	1
15105	assisted	1
15106	boorish	1
15107	philosophies	1
15108	kettle	1
15109	31st	1
15110	testament	1
15111	oops	1
15112	scooped	1
15113	scientifically	1
15114	gymnastics	1
15115	horseshoe	1
15116	four-leaf	1
15117	clover	1
15118	snockered	1
15119	incomprehensible	1
15120	daughter-in-law	1
15121	americanized	1
15122	maker	1
15123	rhythm	1
15124	hobo	1
15125	shadowed	1
15126	1996	1
15127	influenced	1
15128	preventive	1
15129	convulsions	1
15130	invulnerable	1
15131	halves	1
15132	rebuild	1
15133	bullseye	1
15134	lighthouse	1
15135	woodpecker	1
15136	laying	2
15137	flashy	1
15138	transports	1
15139	craned	1
15140	procession	1
15141	renter	1
15142	taxing	1
15143	snail'	1
15144	spits	1
15145	salesclerk	1
15146	saddam	1
15147	muttering	1
15148	indulge	1
15149	godmother	1
15150	mississippi	1
15151	astounding	1
15152	ubuntu	1
15153	retorted	1
15154	bassist	1
15155	monks	1
15156	faxed	1
15157	clamp	1
15158	joyful	1
15159	great-great-grandfather	1
15160	pirate	2
15161	non-violence	1
